{1=0.26254413, 2=1, 3=-0.9582554, 4=1, 5=1.4174964, 6=1, 7=1, 8=1, 9=1, 10=1, 11=0.1630545, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.6653967, 2=5, 3=-0.036208265, 4=2, 5=-0.14677337, 6=1, 7=11, 8=5, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.2787547, 2=3, 3=-0.6087598, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=2.8143814, 2=2, 3=-0.35015762, 4=6, 5=0.24429408, 6=2, 7=8, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=3.0351293, 14=1, 15=1}
{1=0.57185775, 2=5, 3=1.226794, 4=15, 5=-0.53784084, 6=2, 7=7, 8=2, 9=1, 10=1, 11=-0.14188065, 12=3.8475041, 13=0.1754197, 14=1, 15=1}
{1=-0.2787547, 2=3, 3=-0.6388366, 4=7, 5=1.0264289, 6=3, 7=4, 8=5, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=1.3451418, 2=3, 3=0.6537355, 4=6, 5=0.24429408, 6=5, 7=1, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=2, 15=1}
{1=-1.3613523, 2=3, 3=-0.41745755, 4=15, 5=-0.53784084, 6=1, 7=5, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-2.3478534, 14=1, 15=1}
{1=0.18521571, 2=3, 3=0.7666333, 4=13, 5=-1.3199757, 6=7, 7=7, 8=5, 9=2, 10=1, 11=-0.1258905, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.41720092, 2=4, 3=0.113649376, 4=10, 5=0.63536155, 6=3, 7=1, 8=4, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.5107399, 2=3, 3=0.86921614, 4=2, 5=-0.14677337, 6=1, 7=11, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=0.88117135, 2=3, 3=-1.2533592, 4=6, 5=0.24429408, 6=2, 7=1, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.577127, 2=5, 3=3.8530707, 4=6, 5=0.24429408, 6=2, 7=1, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.9273078, 14=1, 15=1}
{1=-0.5880683, 2=3, 3=2.3473773, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=2, 10=1, 11=0.25492778, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.4997985, 2=1, 3=1.1814886, 4=11, 5=2.1996315, 6=2, 7=4, 8=2, 9=1, 10=1, 11=1.9654541, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=1.1131566, 2=1, 3=-1.2658969, 4=1, 5=1.4174964, 6=4, 7=4, 8=1, 9=1, 10=1, 11=0.81879133, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.88117135, 2=3, 3=1.2372551, 4=3, 5=-0.9289083, 6=3, 7=1, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.49452934, 2=6, 3=-1.2230484, 4=2, 5=-0.14677337, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.0520387, 2=3, 3=0.22941345, 4=6, 5=0.24429408, 6=1, 7=9, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=0.49452934, 2=3, 3=1.6122843, 4=12, 5=-2.4931781, 6=2, 7=5, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.51185614, 14=5, 15=1}
{1=0.49452934, 2=4, 3=-1.0291919, 4=6, 5=0.24429408, 6=3, 7=2, 8=5, 9=3, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.80384296, 2=3, 3=0.52246016, 4=2, 5=-0.14677337, 6=3, 7=2, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.7265145, 2=3, 3=2.091856, 4=6, 5=0.24429408, 6=2, 7=6, 8=2, 9=2, 10=1, 11=1.9654541, 12=-0.21036936, 13=5.137857, 14=1, 15=2}
{1=1.4997985, 2=3, 3=-0.91358376, 4=2, 5=-0.14677337, 6=2, 7=2, 8=2, 9=3, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.4370563, 14=1, 15=1}
{1=1.6544554, 2=3, 3=-0.052587215, 4=1, 5=1.4174964, 6=2, 7=12, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.8200535, 2=3, 3=-0.6461194, 4=15, 5=-0.53784084, 6=1, 7=11, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.57185775, 2=3, 3=-0.32292762, 4=2, 5=-0.14677337, 6=2, 7=7, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=22, 15=1}
{1=-0.12409789, 2=6, 3=-0.46947047, 4=1, 5=1.4174964, 6=3, 7=8, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=-0.6653967, 2=5, 3=0.59146625, 4=1, 5=1.4174964, 6=3, 7=4, 8=6, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.8200535, 2=3, 3=0.0023602627, 4=2, 5=-0.14677337, 6=1, 7=9, 8=4, 9=1, 10=2, 11=0.16333503, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.10788731, 2=3, 3=-0.6269424, 4=6, 5=0.24429408, 6=1, 7=2, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.9584997, 2=3, 3=2.4314365, 4=6, 5=0.24429408, 6=3, 7=6, 8=5, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=0.18521571, 2=3, 3=0.5187067, 4=2, 5=-0.14677337, 6=2, 7=5, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=-1.4386808, 2=3, 3=0.55481833, 4=13, 5=-1.3199757, 6=1, 7=11, 8=1, 9=1, 10=1, 11=-0.0585635, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=2.6597247, 2=3, 3=-0.33209205, 4=10, 5=0.63536155, 6=2, 7=9, 8=2, 9=1, 10=1, 11=1.1746426, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=0.10788731, 2=3, 3=0.5752335, 4=2, 5=-0.14677337, 6=3, 7=1, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.076907605, 14=1, 15=1}
{1=0.7265145, 2=3, 3=5.4889674, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.68007433, 14=1, 15=1}
{1=1.577127, 2=3, 3=0.28284, 4=2, 5=-0.14677337, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.4370563, 14=1, 15=2}
{1=2.1957543, 2=3, 3=1.6251144, 4=2, 5=-0.14677337, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.04676949, 2=5, 3=0.49240285, 4=6, 5=0.24429408, 6=3, 7=1, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.0072014956, 14=1, 15=1}
{1=-0.97471035, 2=3, 3=-0.31922287, 4=2, 5=-0.14677337, 6=1, 7=6, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.49452934, 2=5, 3=-0.49380493, 4=2, 5=-0.14677337, 6=2, 7=12, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=4.380875, 14=1, 15=1}
{1=-0.97471035, 2=3, 3=1.5025746, 4=6, 5=0.24429408, 6=1, 7=3, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=1.577127, 2=5, 3=0.361303, 4=2, 5=-0.14677337, 6=2, 7=7, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.41720092, 2=3, 3=0.37473762, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=4.6390333, 13=0.1754197, 14=1, 15=2}
{1=0.88117135, 2=2, 3=0.1498488, 4=12, 5=-2.4931781, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=5.3894444, 13=1.0165107, 14=5, 15=1}
{1=-1.1293671, 2=3, 3=-0.5568054, 4=6, 5=0.24429408, 6=1, 7=3, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.5107399, 2=3, 3=0.7583853, 4=2, 5=-0.14677337, 6=1, 7=11, 8=4, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.2787547, 2=1, 3=0.2948805, 4=6, 5=0.24429408, 6=4, 7=8, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=2.8143814, 2=3, 3=3.1341813, 4=5, 5=-1.7110431, 6=7, 7=5, 8=5, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=2.5823963, 2=2, 3=0.63134116, 4=11, 5=2.1996315, 6=2, 7=4, 8=2, 9=1, 10=1, 11=13.884435, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-1.2840239, 2=3, 3=-0.33947232, 4=6, 5=0.24429408, 6=1, 7=1, 8=6, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=-0.8200535, 2=5, 3=0.15712184, 4=1, 5=1.4174964, 6=1, 7=11, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=1.577127, 2=3, 3=0.27536225, 4=6, 5=0.24429408, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=4.5388074, 13=1.0165107, 14=1, 15=2}
{1=0.49452934, 2=3, 3=1.519402, 4=4, 5=1.8085638, 6=1, 7=4, 8=1, 9=1, 10=2, 11=1.0663583, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=1.7317837, 2=3, 3=-0.3280363, 4=1, 5=1.4174964, 6=3, 7=2, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=-0.8973819, 2=3, 3=0.7140549, 4=1, 5=1.4174964, 6=1, 7=10, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.41720092, 2=3, 3=0.36281416, 4=10, 5=0.63536155, 6=2, 7=10, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.0072014956, 14=1, 15=2}
{1=0.3398725, 2=3, 3=0.23197754, 4=13, 5=-1.3199757, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.8200535, 2=3, 3=-1.4409274, 4=7, 5=1.0264289, 6=3, 7=1, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.57185775, 2=6, 3=-0.9097815, 4=1, 5=1.4174964, 6=2, 7=6, 8=4, 9=3, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=12, 15=2}
{1=0.030558914, 2=3, 3=-0.57259935, 4=2, 5=-0.14677337, 6=1, 7=11, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.41720092, 2=3, 3=1.4622219, 4=2, 5=-0.14677337, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.3560831, 2=3, 3=-1.347938, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.0520387, 2=3, 3=0.2770879, 4=2, 5=-0.14677337, 6=1, 7=2, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.030558914, 2=3, 3=-0.414406, 4=10, 5=0.63536155, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.49452934, 2=3, 3=-1.424412, 4=13, 5=-1.3199757, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.5107399, 2=3, 3=1.2869866, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=-0.8200535, 2=3, 3=-0.012283298, 4=2, 5=-0.14677337, 6=1, 7=1, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.68007433, 14=1, 15=1}
{1=-0.97471035, 2=3, 3=0.5622181, 4=1, 5=1.4174964, 6=1, 7=2, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.12409789, 2=3, 3=0.081330195, 4=2, 5=-0.14677337, 6=5, 7=6, 8=5, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=-0.6653967, 2=3, 3=0.21822117, 4=2, 5=-0.14677337, 6=2, 7=1, 8=2, 9=1, 10=1, 11=0.2200019, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=-0.2787547, 2=3, 3=2.6446261, 4=1, 5=1.4174964, 6=2, 7=6, 8=2, 9=2, 10=1, 11=1.9654541, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=-0.2014263, 2=3, 3=0.23828538, 4=6, 5=0.24429408, 6=4, 7=4, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.18521571, 2=3, 3=-0.08988832, 4=1, 5=1.4174964, 6=3, 7=2, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.4370563, 14=1, 15=1}
{1=0.26254413, 2=3, 3=-1.1917237, 4=10, 5=0.63536155, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.1131566, 2=3, 3=-0.085208625, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.2787547, 2=3, 3=-0.6087598, 4=6, 5=0.24429408, 6=1, 7=1, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=0.3398725, 2=4, 3=0.42371848, 4=2, 5=-0.14677337, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=1.7317837, 2=4, 3=0.2362965, 4=6, 5=0.24429408, 6=2, 7=2, 8=2, 9=1, 10=1, 11=1.9654541, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-1.2066956, 2=3, 3=0.29413956, 4=2, 5=-0.14677337, 6=1, 7=1, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=1.577127, 2=3, 3=-1.07711, 4=1, 5=1.4174964, 6=2, 7=1, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=-0.4334115, 2=5, 3=0.18460533, 4=1, 5=1.4174964, 6=2, 7=12, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.26254413, 2=3, 3=-0.7481661, 4=6, 5=0.24429408, 6=3, 7=2, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.0913106, 14=1, 15=1}
{1=-0.8200535, 2=3, 3=0.36061078, 4=7, 5=1.0264289, 6=1, 7=4, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=-0.2014263, 2=3, 3=-0.6128838, 4=2, 5=-0.14677337, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.41720092, 2=1, 3=0.11228447, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.1131566, 2=3, 3=1.0516757, 4=6, 5=0.24429408, 6=3, 7=11, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.64918613, 2=3, 3=-0.020697009, 4=6, 5=0.24429408, 6=2, 7=7, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.6653967, 2=3, 3=-0.07151075, 4=1, 5=1.4174964, 6=1, 7=2, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.6653967, 2=3, 3=0.10382201, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=3, 10=1, 11=1.7587042, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=1.7317837, 2=3, 3=-0.33145833, 4=12, 5=-2.4931781, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=26, 15=1}
{1=-0.8200535, 2=3, 3=0.68073153, 4=6, 5=0.24429408, 6=1, 7=10, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.9273078, 14=5, 15=1}
{1=-0.3560831, 2=3, 3=0.86827046, 4=2, 5=-0.14677337, 6=2, 7=9, 8=3, 9=4, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.26254413, 2=3, 3=0.8485475, 4=2, 5=-0.14677337, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=1.4997985, 2=3, 3=-1.3489908, 4=10, 5=0.63536155, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-1.0520387, 2=3, 3=-0.048794705, 4=10, 5=0.63536155, 6=1, 7=5, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-2.1796353, 14=1, 15=1}
{1=0.64918613, 2=3, 3=-0.23062055, 4=7, 5=1.0264289, 6=5, 7=2, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.64918613, 2=3, 3=-0.1581827, 4=15, 5=-0.53784084, 6=3, 7=7, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.963769, 2=3, 3=2.9385014, 4=8, 5=-2.1021106, 6=2, 7=8, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.3529471, 14=1, 15=1}
{1=-0.2787547, 2=3, 3=-1.0219285, 4=10, 5=0.63536155, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.04676949, 2=3, 3=0.6453413, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=-0.5880683, 2=3, 3=0.71888083, 4=6, 5=0.24429408, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.6544554, 2=3, 3=-0.39451727, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=3, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=12, 15=2}
{1=-0.2787547, 2=3, 3=-1.2784346, 4=9, 5=2.5906987, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=2.2781472, 14=1, 15=2}
{1=0.80384296, 2=1, 3=0.70377904, 4=8, 5=-2.1021106, 6=1, 7=5, 8=1, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.74272513, 2=2, 3=0.446727, 4=2, 5=-0.14677337, 6=2, 7=5, 8=3, 9=1, 10=2, 11=-0.14188065, 12=3.8475041, 13=-1.5067624, 14=1, 15=1}
{1=0.57185775, 2=6, 3=-1.2451698, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=2.0410974, 2=5, 3=-0.60212046, 4=2, 5=-0.14677337, 6=3, 7=5, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=1.8864406, 2=1, 3=-1.038834, 4=4, 5=1.8085638, 6=2, 7=4, 8=2, 9=3, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.0072014956, 14=27, 15=2}
{1=2.4277394, 2=3, 3=0.16442412, 4=2, 5=-0.14677337, 6=3, 7=6, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=-1.2840239, 2=3, 3=0.9026663, 4=2, 5=-0.14677337, 6=1, 7=6, 8=5, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=0.9584997, 2=3, 3=2.492994, 4=13, 5=-1.3199757, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=2.2781472, 14=1, 15=2}
{1=-1.2840239, 2=1, 3=-1.3500242, 4=2, 5=-0.14677337, 6=1, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=-1.2840239, 2=3, 3=-1.3643266, 4=6, 5=0.24429408, 6=1, 7=5, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=0.57185775, 2=3, 3=0.07883436, 4=2, 5=-0.14677337, 6=3, 7=2, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.3560831, 2=3, 3=-0.24856915, 4=9, 5=2.5906987, 6=2, 7=4, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=4.380875, 14=1, 15=1}
{1=2.2730825, 2=3, 3=-0.80419576, 4=6, 5=0.24429408, 6=2, 7=2, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=-0.2787547, 2=3, 3=-0.03890884, 4=2, 5=-0.14677337, 6=1, 7=9, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.030558914, 2=1, 3=0.07731345, 4=4, 5=1.8085638, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.41720092, 2=3, 3=1.7328157, 4=2, 5=-0.14677337, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=5, 15=1}
{1=-0.2014263, 2=5, 3=-0.22866093, 4=6, 5=0.24429408, 6=2, 7=12, 8=2, 9=1, 10=1, 11=0.40627325, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.12409789, 2=3, 3=1.6564196, 4=1, 5=1.4174964, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=4.8703246, 13=1.0165107, 14=1, 15=2}
{1=-0.6653967, 2=3, 3=0.46744445, 4=6, 5=0.24429408, 6=1, 7=11, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=3.0463667, 2=6, 3=-0.10953331, 4=3, 5=-0.9289083, 6=1, 7=2, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=1.190485, 2=3, 3=-0.6342739, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=4.6390333, 13=0.1754197, 14=1, 15=2}
{1=0.88117135, 2=3, 3=-1.378044, 4=2, 5=-0.14677337, 6=2, 7=8, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.3560831, 2=3, 3=0.76520985, 4=6, 5=0.24429408, 6=1, 7=4, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.3398725, 2=3, 3=0.91977644, 4=4, 5=1.8085638, 6=1, 7=2, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.9584997, 2=3, 3=0.1919271, 4=2, 5=-0.14677337, 6=3, 7=6, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=0.030558914, 2=5, 3=0.7765289, 4=1, 5=1.4174964, 6=1, 7=12, 8=1, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.3613523, 2=3, 3=-0.48434803, 4=2, 5=-0.14677337, 6=1, 7=5, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=-0.2014263, 2=3, 3=4.312988, 4=2, 5=-0.14677337, 6=1, 7=2, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.12409789, 2=3, 3=-0.1237674, 4=4, 5=1.8085638, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.190485, 2=3, 3=-0.2963411, 4=6, 5=0.24429408, 6=2, 7=11, 8=2, 9=1, 10=1, 11=0.29336026, 12=-0.21036936, 13=0.8482925, 14=1, 15=2}
